Company,Indicator,Context,Metric,Metric Unit,Latest Year
KAP,Waste,"We also purchased 11 713 tonnes of waste (from external and internal  suppliers), a 21% increase on the prior year, which we either used  internally or processed for further use internally and externally.",713,tonnes,2022
KAP,Waste,"During the reporting period, Connacher purchased 7 474 tonnes  of waste (FY22: 7 631 tonnes), that may otherwise have been sent  to landfill.",474,tonnes,2022
KAP,Waste,"During the reporting period, Connacher purchased 7 474 tonnes  of waste (FY22: 7 631 tonnes), that may otherwise have been sent  to landfill.",631,tonnes,2022
Momentum Metropolitan,Waste,97th and 91st percentile)R38.3  billion   claims paid on insurance products (F2022: R40.3 billion) R974 billion assets under management and  administration (F2022: R859.3 billion)61%   waste* * produced recycled  (2021: 47%)Independent assessments   of group forensic services group-wide  policies10 650   beneficiaries** reached through  our online volunteer management  platform  (F2022: 10 369 852 beneficiaries)R7.1 billion paid in remuneration (F2022: R6.7 billion)-26%   reduction** in overall GHG emissions  against the 2014 baseline  (2021: 34%)Included in the FTSE/JSE Responsible  Investment  Top 30 IndexR41 million  invested in youth employment and  financial education  (F2022: R27.5 million)12 786* permanent employees (F2022: 13 356)10   active solar retail sites in direct  property fund  (F2022: 9 active sites)UNPRI signatory  since 2006R282.4 million  for training and skills development (F2022: R297 million) R6.7 billion  in direct and indirect taxes paid (F2022: R6.5 billion)40 167 MWh energy consumption  (2021: 45 082 MWh*,167,MWh,2021
Momentum Metropolitan,Waste,97th and 91st percentile)R38.3  billion   claims paid on insurance products (F2022: R40.3 billion) R974 billion assets under management and  administration (F2022: R859.3 billion)61%   waste* * produced recycled  (2021: 47%)Independent assessments   of group forensic services group-wide  policies10 650   beneficiaries** reached through  our online volunteer management  platform  (F2022: 10 369 852 beneficiaries)R7.1 billion paid in remuneration (F2022: R6.7 billion)-26%   reduction** in overall GHG emissions  against the 2014 baseline  (2021: 34%)Included in the FTSE/JSE Responsible  Investment  Top 30 IndexR41 million  invested in youth employment and  financial education  (F2022: R27.5 million)12 786* permanent employees (F2022: 13 356)10   active solar retail sites in direct  property fund  (F2022: 9 active sites)UNPRI signatory  since 2006R282.4 million  for training and skills development (F2022: R297 million) R6.7 billion  in direct and indirect taxes paid (F2022: R6.5 billion)40 167 MWh energy consumption  (2021: 45 082 MWh*,82,MWh,2021
Momentum Metropolitan,Waste,"-4% Total Scope 2 emissions 40 437 42 027 58 209 -30.53% -3.78% Scope 3 Category 1: purchased goods and services – paper 379 1 531 901 -58% -75% Category 1: purchased goods and services – water 94 98 212 -56% -4% Category 3: fuel and energy-related activities – T&D losses 4 830 4 962 6 556 -26% -3% Category 3: fuel and energy-related activities – WTT-fuel 720 269 168% Category 5: waste generated in operations 276 136 103% Category 6: business travel – flights 4 677 1 096 10 545 -56% 327% Category 6: business travel – car hire 537 113 269 100% 375% Total Scope 3 emissions 11 513 8 206 18 483 -38% 40% Total Scopes 1 and 2 44 005 43 749 59 653 -26.23% 0.59% Total Scopes 1, 2 and 3 55 518 51 955 78 137 -29% 6.86% Total number of employees 16 558 16 483 17 422 -5% Total emissions per employee (tCo2e/FTE)22.66 2.65 3.42 -22% 0.29%OUR",0.29,%,2021
Momentum Metropolitan,Waste,"In 2022, 20 544.75 kg plastic  was collected at four main campuses (Parc du Cap, The  MARC, Centurion and Cornubia), comprising 4% of our  total waste.",544.75,kg,2022
Momentum Metropolitan,Energy,GHG emissions intensity 2023: 2.66 tCO2e per employee (2022:  2.65 tCO2e per employee) (excluding scope 3  emissions) Energy Mix Total energy use and share of energy usage  by generation type noting use of energy from  renewable non-fossil sources.,2.66,tCO2e,2023
Momentum Metropolitan,Energy,GHG emissions intensity 2023: 2.66 tCO2e per employee (2022:  2.65 tCO2e per employee) (excluding scope 3  emissions) Energy Mix Total energy use and share of energy usage  by generation type noting use of energy from  renewable non-fossil sources.,2.65,tCO2e,2023
Momentum Metropolitan,Waste,"Solid waste Total weight of waste generated with a  breakdown between % directed to disposal  and % diverted from disposal (e.g., recycling).2023: 227.87 tonnes (43% landfill and 57%  recycled) (2022: 196.98 tonnes (53% landfill and 47%  recycled))",227.87,tonnes,2023
Momentum Metropolitan,Waste,"Solid waste Total weight of waste generated with a  breakdown between % directed to disposal  and % diverted from disposal (e.g., recycling).2023: 227.87 tonnes (43% landfill and 57%  recycled) (2022: 196.98 tonnes (53% landfill and 47%  recycled))",196.98,tonnes,2023
Mondi,Waste,"Additional Scope 1 GHG emissions in 2022 derive from the operation of landfills and wastewater treatment plants (7,744 tonnes) and the use of carbonates (12,567 tonnes).",744,tonnes,2022
Mondi,Waste,"Additional Scope 1 GHG emissions in 2022 derive from the operation of landfills and wastewater treatment plants (7,744 tonnes) and the use of carbonates (12,567 tonnes).",567,tonnes,2022
Mondi,Energy,"Scope 1 emissions were decreased   by GHG sent to PCC plants (in 2022: 72,954 tonnes)  11 Market-based method: A method to quantify Scope 2 GHG emissions, based on GHG emissions emitted by the generators from which the reporter contractually purchases electricity bundled with instruments, or unbundled instruments on their own (CDP, ‘Accounting of Scope 2 emissions’, V3, 2016) 12 Location-based method: A method to quantify Scope 2 GHG emissions based on average energy generation emission factors for defined locations, including local, sub-national, or national boundaries (CDP, ‘Accounting of Scope 2 emissions’, V3, 2016)",954,tonnes,2022
Mondi,Energy,"Total 148,729,187 151,570,791 106,482,180 99,470,695 100,809,436 Energy use of our converting operations (GJ) 2018 2019 2020 2021 2022 Electricity purchased 1,948,379 1,866,083 1,727,100 1,764,440 1,607,535 Fossil fuels consumed 2,278,825 2,209,033 1,999,140 2,038,279 1,957,781 Purchased biofuel 505 260 Heat purchased 182,561 195,472 203,891 231,658 201,064 Total 4,409,764 4,270,588 3,930,131 4,034,883 3,766,640 2018 2019 2020 2021 2022 Electricity purchased from renewable sources (%) 2 9 5 43 60Consolidated performance data Continuing operationsContinuing operationsContinuing operations Mondi Group   Sustainable Development Consolidated Performance Data 20227Forests and fibre procurement Forestry data 2022 South Africa Total area of forestry landholdings (ha) 252,858 Total percentage of forestry landholdings certified to FSC 10016 Proportion of land set aside for conservation (%) 28 Number of seedlings planted 19,774,738 16 The total percentage of forestry landholdings certified to FSC in 2022, including Russia, was 100%.",28,Number,2022
Mondi,Waste,"The total certified wood procured (%) in 2022, including Russia, was 72%Consolidated performance data Continuing operationsContinuing operationsContinuing operations Mondi Group   Sustainable Development Consolidated Performance Data 20228Water, Air and Waste Water Water input (m3) 2018 2019 2020 2021 2022 Potable water input  24,332,544  27,180,356  21,737,613  20,224,989  22,937,553  Non-potable water  279,126,563  279,119,444  199,316,881  204,545,028  195,902,938  Second-class water  9,290,059  8,218,302  3,552,869  3,387,477  2,794,560  Surface water  247,081,374  252,751,131",72,%,2022
Mondi,Waste,"28  28  Particulate emissions from lime kiln 65 71  48  38  39  Particulate emissions from auxiliary boilers 158 157  126  110  124  Particulate emissions from recovery boiler 655 593  451  564  490  Particulate emissions from other sources (allocated to paper production) 0 0  0  0  4  Particulate emissions from other sources (allocated to pulp production) 2 0  1  1  1  Total 1,023 928  648  742  687  Emissions of ozone-depleting substances (kg) 2018 2019 2020 2021 2022 HFC 10,101 15,949  3,473  2,769  3,676  HCFC 740 413  274  344  388  CFC 0 0 0 0 0 Halons 0 0 0 0 0 PFC 0 0 0 0 0 Total 10,841 16,361  3,747  3,113  4,063 Consolidated performance data Continuing operationsContinuing operationsContinuing operations Mondi Group   Sustainable Development Consolidated Performance Data 202211Waste Waste to landfill (tonnes) 2018 2019 2020 2021 2022 Non-hazardous waste landfilled  231,261  227,196  120,770  123,949 110,672 Hazardous waste landfilled  1,054  1,390  297  289 5,093 Total  232,315  228,585  121,067  124,238 115,765 Hazardous waste (tonnes) 2018 2019 2020 2021 2022 Hazardous waste treated  11,061  11,448  10,746  10,454 9,861 Hazardous waste incinerated  5,683  3,225  3,960  3,551 3,488 Hazardous waste recycled/reused  3,854  2,695  2,574  2,331 2,558 Hazardous waste landfilled  1,054  1,390  297  289 5,093 Total  21,653  18,757  17,577  16,626 20,999 Non-hazardous waste (tonnes) 2018 2019 2020 2021 2022 Non-hazardous waste treated  7,007  7,175  4,070  3,453 5,018 Non-hazardous waste incinerated  52,447  62,702  72,777  111,485 114,421 Non-hazardous waste recycled/reused  825,364  745,255  620,765  670,510 641,092 Non-hazardous waste landfilled  231,261  227,196  120,770  123,949 110,672 Total  1,116,080  1,042,327  818,382  909,398 871,203 Hazardous waste (%) 2021 2022 Hazardous waste treated 63% 47% Hazardous waste incinerated 21% 17% Hazardous waste recycled/reused 14% 12% Hazardous waste landfilled 2% 24% Non-hazardous waste (%) 2021 2022 Non-hazardous waste treated 0% 1% Non-hazardous waste incinerated 12% 13% Non-hazardous waste recycled/reused 74% 74% Non-hazardous waste landfilled 14% 13%Consolidated performance data Continuing operationsContinuing operationsContinuing operations Mondi Group   Sustainable Development Consolidated Performance Data",13,%,2022
Mondi,Waste,"Debris from construction activities on-site (including soil) is also monitored, but reported separately 2018 2019 2020 2021 2022 Total solid waste (tonnes)  1,212,814  1,321,943  899,690  967,186  914,681  Continuing operationsContinuing operations Mondi Group   Sustainable Development Consolidated Performance Data 202213Consolidated performance data Environmental compliance Environmental complaints 2020 2021 2022 Odour complaints  214  78 153 Noise complaints  66  29 13 Other complaints  4  6 1 Total  284  113 167 Incidents and non-compliances 2020 2021 2022 Major environmental incidents20 31  24 28 Report of minor non-compliances  75  85 38 20 A major environmental incident is any occurrence that has resulted in the loss of primary containment of at least 1 kg of a GHS hazard category 1 substance or >10 used to categorise chemicals by their hazardous characteristics.",1,kg,2022
MultiChoice,Material,"In 2022, we reviewed our carbon footprint reporting,  identifying three site types: •	Office buildings (material at 3% threshold) •	Owned/leased warehouses >1 000sqm, excluding shared leases •	Key broadcasting sites Our refined carbon footprint framework led to FY23 emissions of  75 060 tCO2e, down from 86 080t in FY22.",60,tCO2e,2022
MultiChoice,Material,"In 2022, we reviewed our carbon footprint reporting,  identifying three site types: •	Office buildings (material at 3% threshold) •	Owned/leased warehouses >1 000sqm, excluding shared leases •	Key broadcasting sites Our refined carbon footprint framework led to FY23 emissions of  75 060 tCO2e, down from 86 080t in FY22.",80,t,2022
Northam Platinum Holdings Limited,Environment,"25 years  Six  underground mechanised mining modules  Tw o tailings storage facilitiesPEOPLE Total employees 11 240  HD P in management 63%  To tal women in mining 17% To tal employees 3 127  HD P in management 72%  [T otal women in mining 20% To tal employees 8 001  HD P in management 69%  To tal women in mining 22%ENVIRONMENT Aquatic  – B ierspruit river to west of operations,  Crocodile river to east; classified as a Critically  Endangered Ecosystems  Te rrestrial  – Dwaalboom Thornveld ecotype; not  considered endangered  Bio diversity status  – operations within a classified  Ecological Support Area Aq uatic  – Tributary of the Crocodile river to the  north; classified as an Endangered Ecosystem  Te rrestrial  – Marikana Thornveld ecotype; endemic  regional biome identified as threatened  Bio diversity  status  – operations within a classified  Ecological Support Area; in close proximity to a Critical Biodiversity Area (CBA) Aq",22,%,
Northam Platinum Holdings Limited,Climate change,Protecting and developing  our peopleMutualrespectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixIntroduction Sustainability performance at a glance 22 368LA Total workforce F2023   (permanent and contractors)   page 26 8.7%LA Employee turnover rate   page 29 98%LA Employees protected by   collective agreement   page 40 R2.9 billion Paid in income tax   R1.5 billion Paid in royalty tax   To tal taxes paid in F2023 R8.2 billionLA F23 F22 F21 F20 F19 (baseline)0.206 0.187 0.164 0.165 0.145 F23 F22 F21 F20 F190.04 0.040.06 0.060.08R221 million Spent on social upliftment F2023   page 51 R1.8 billion Contributed towards preferential procurement  in mine communities F2023   page 56 3 339LA  Hectares of land owned by Buttonshope  Conservancy Trust for conservation F2023   page 82,8.7,%,
Northam Platinum Holdings Limited,Climate change,Protecting and developing  our peopleMutualrespectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixIntroduction Sustainability performance at a glance 22 368LA Total workforce F2023   (permanent and contractors)   page 26 8.7%LA Employee turnover rate   page 29 98%LA Employees protected by   collective agreement   page 40 R2.9 billion Paid in income tax   R1.5 billion Paid in royalty tax   To tal taxes paid in F2023 R8.2 billionLA F23 F22 F21 F20 F19 (baseline)0.206 0.187 0.164 0.165 0.145 F23 F22 F21 F20 F190.04 0.040.06 0.060.08R221 million Spent on social upliftment F2023   page 51 R1.8 billion Contributed towards preferential procurement  in mine communities F2023   page 56 3 339LA  Hectares of land owned by Buttonshope  Conservancy Trust for conservation F2023   page 82,98,%,
Northam Platinum Holdings Limited,Emissions,(permanent)       Scope 1 & 2 GHG emissions intensity tCO2 eq/t milled Top management Senior management Middle management Junior management Skilled Semi-Skilled Unskilled16% 21% 15% 17% 19% 40%25% 6 Northam Holdings  Sustainability report 2023,40,%,2023
Northam Platinum Holdings Limited,Climate change,"Tsologelo Come, Serviceman  instrumentation trainee at Eland 12 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentResponding to climate changePositive relationshipsMutualrespectIntroductionProtecting and developing  our people Material topics covered in this section: Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Health, safety and wellness  SDG goals SDG goals SDG goalsAbility to attract and   retain talentLearning, skills development  and career progression 18 085 Completed medical screening F2023 3LA Fatalities 22 368LA Total workforce1 216 Direct new sustainable jobs created F2023 703 Employees promoted F2023 8.7%LA Employee turnover rate F2023R156m",8.7,%,2023
Northam Platinum Holdings Limited,Climate change,"People with HIV and aware of their status Zondereinde 91% Target 95%Eland 81% Target 95% People with HIV and receiving treatment Zondereinde 95% Target 95%Eland 71% Target 95% People receiving treatment and have  their viral loads suppressed Zondereinde 88% Target 95%Eland 90% Target 95%Health, safety and wellness continued 25 Northam Holdings  Sustainability report 2023 Introduction Mutual respectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixProtecting and developing  our people At its heart, Northam is a people-orientated  business and it is the knowledge, skills, and adaptability of those who work for us that drives our success.",95,%,2023
Northam Platinum Holdings Limited,Climate change,"People with HIV and aware of their status Zondereinde 91% Target 95%Eland 81% Target 95% People with HIV and receiving treatment Zondereinde 95% Target 95%Eland 71% Target 95% People receiving treatment and have  their viral loads suppressed Zondereinde 88% Target 95%Eland 90% Target 95%Health, safety and wellness continued 25 Northam Holdings  Sustainability report 2023 Introduction Mutual respectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixProtecting and developing  our people At its heart, Northam is a people-orientated  business and it is the knowledge, skills, and adaptability of those who work for us that drives our success.",95,%,2023
Northam Platinum Holdings Limited,Climate change,"People with HIV and aware of their status Zondereinde 91% Target 95%Eland 81% Target 95% People with HIV and receiving treatment Zondereinde 95% Target 95%Eland 71% Target 95% People receiving treatment and have  their viral loads suppressed Zondereinde 88% Target 95%Eland 90% Target 95%Health, safety and wellness continued 25 Northam Holdings  Sustainability report 2023 Introduction Mutual respectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixProtecting and developing  our people At its heart, Northam is a people-orientated  business and it is the knowledge, skills, and adaptability of those who work for us that drives our success.",95,%,2023
Northam Platinum Holdings Limited,Climate change,"People with HIV and aware of their status Zondereinde 91% Target 95%Eland 81% Target 95% People with HIV and receiving treatment Zondereinde 95% Target 95%Eland 71% Target 95% People receiving treatment and have  their viral loads suppressed Zondereinde 88% Target 95%Eland 90% Target 95%Health, safety and wellness continued 25 Northam Holdings  Sustainability report 2023 Introduction Mutual respectPositive relationshipsResponding to climate changeCaring for the natural environmentAppendixProtecting and developing  our people At its heart, Northam is a people-orientated  business and it is the knowledge, skills, and adaptability of those who work for us that drives our success.",95,%,2023
Northam Platinum Holdings Limited,Climate change,"Lesedi Vincent Tagame (left),  Boiler maker aide trainee and Phuti Constance Seanego, Facilitator engineering (trainer) at Eland mine 37 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentResponding to climate changePositive relationshipsProtecting and developing our peopleIntroductionMutual respect Material topics covered in this section: Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Key roles and responsibilities   Executive: Operations   Ex ecutive: Human Resources    Respect for   human rights SDG goals SDG goals SDG goalsPromoting positive  employee relationsDiversity, equity  and inclusion R241.8 m Accrued to employee profit share schemes   during F2023 R1.8bn Local spend F2023 R43.1 m Enterprise and supplier development  spend F202398%LA Approximate employees covered  by collective agreement F2023 0LA Strikes and lockouts for longer  than five days F202383% Total Historically Disadvantaged Persons (HDP)  in total workforce F2023 17% Women in management F2023 67%LA HDP in management F2023 38 Northam Holdings  Sustainability report 2023",67,%,2023
Northam Platinum Holdings Limited,Material,"Actual (%) Target (%) Board 50 50 50 20 EXCO 50 50 0 20 Senior management 56 60 18 25 Middle management 63 60 21 25 Junior management 69 70 15 30 Core and critical skills 89 60 16 N/A Persons with disabilities 1 1.5 12 N/A Historically disadvantaged persons in management 67%LA (F2022: 64%)  and women 17% in F2023 (F2022: 15%) 1  Historically disadvantaged persons excludes white males and foreign nationals, but includes  w hite females 2  Hi storically disadvantaged females are reflected as a percentage of total workforce in line with  the definition in the Mining CharterMaterial topic: Diversity, equity and inclusion 41 Northam Holdings  Sustainability report 2023",67,%,2023
Northam Platinum Holdings Limited,Climate change,"Protecting and developing  our peopleIntroduction MutualrespectResponding to climate changeCaring for the natural environmentAppendixPositive  relationships Responsible sourcing and mining continued Our responsible sourcing timeline Distribution of   the Responsible  Sourcing Standards (RSS) Shared with all suppliersFull-scale RSS compliance testing Compliance with the RSS  will be tested on top 20 Northam critical and strategic suppliers by spend value via site audits High-level RSS  compliance testing   Compliance with the RSS  tested on Northam’s top 20 critical and strategic suppliersFull-scale RSS  compliance testing Compliance with the RSS  will be tested on the top 50 Northam critical and strategic suppliers, who constitute the 80% of annual procurement spend RSS compliance  monitoring Continuous annual  compliance monitoring of critical and strategic suppliers through annual questionnaires Approval of   the RSS RSS approved by ExcoOctober 2022 November 2022 April/May 2023 May 2024 June 2025 July 2025 55 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentResponding to climate changePositive relationshipsMutualrespectProtecting and developing our peopleIntroductionPositive  relationships FY2023 FY2022 FY2021 FY2020 FY20194706028861 3911 824 7%8%11%12% 10% 5396136191211Northam’s consolidated local procurement spend  F2019 to F2023 ● No. of suppliers  ●  Lo cal spend (ZAR million)",7,%,2025
Northam Platinum Holdings Limited,Climate change,"Protecting and developing  our peopleIntroduction MutualrespectResponding to climate changeCaring for the natural environmentAppendixPositive  relationships Responsible sourcing and mining continued Our responsible sourcing timeline Distribution of   the Responsible  Sourcing Standards (RSS) Shared with all suppliersFull-scale RSS compliance testing Compliance with the RSS  will be tested on top 20 Northam critical and strategic suppliers by spend value via site audits High-level RSS  compliance testing   Compliance with the RSS  tested on Northam’s top 20 critical and strategic suppliersFull-scale RSS  compliance testing Compliance with the RSS  will be tested on the top 50 Northam critical and strategic suppliers, who constitute the 80% of annual procurement spend RSS compliance  monitoring Continuous annual  compliance monitoring of critical and strategic suppliers through annual questionnaires Approval of   the RSS RSS approved by ExcoOctober 2022 November 2022 April/May 2023 May 2024 June 2025 July 2025 55 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentResponding to climate changePositive relationshipsMutualrespectProtecting and developing our peopleIntroductionPositive  relationships FY2023 FY2022 FY2021 FY2020 FY20194706028861 3911 824 7%8%11%12% 10% 5396136191211Northam’s consolidated local procurement spend  F2019 to F2023 ● No. of suppliers  ●  Lo cal spend (ZAR million)",8,%,2025
Northam Platinum Holdings Limited,Climate change,"Protecting and developing  our peopleIntroduction MutualrespectResponding to climate changeCaring for the natural environmentAppendixPositive  relationships Responsible sourcing and mining continued Our responsible sourcing timeline Distribution of   the Responsible  Sourcing Standards (RSS) Shared with all suppliersFull-scale RSS compliance testing Compliance with the RSS  will be tested on top 20 Northam critical and strategic suppliers by spend value via site audits High-level RSS  compliance testing   Compliance with the RSS  tested on Northam’s top 20 critical and strategic suppliersFull-scale RSS  compliance testing Compliance with the RSS  will be tested on the top 50 Northam critical and strategic suppliers, who constitute the 80% of annual procurement spend RSS compliance  monitoring Continuous annual  compliance monitoring of critical and strategic suppliers through annual questionnaires Approval of   the RSS RSS approved by ExcoOctober 2022 November 2022 April/May 2023 May 2024 June 2025 July 2025 55 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentResponding to climate changePositive relationshipsMutualrespectProtecting and developing our peopleIntroductionPositive  relationships FY2023 FY2022 FY2021 FY2020 FY20194706028861 3911 824 7%8%11%12% 10% 5396136191211Northam’s consolidated local procurement spend  F2019 to F2023 ● No. of suppliers  ●  Lo cal spend (ZAR million)",11,%,2025
Northam Platinum Holdings Limited,Climate change,"60 Northam Holdings  Sustainabilit y report 2023 Appendix Caring for the natural  environmentPositive relationshipsMutualrespectProtecting and developing our peopleIntroductionResponding to  climate change Material topics covered in this section: Key roles and responsibilities   Chief Executive Officer  Ch ief Financial Officer Executive: Operations   Ex ecutive: Human Resources     Chief Executive Officer  Ch ief Financial Officer  Ex ecutive: Operations  Ex ecutive: Sustainability  Ex ecutive: New BusinessKey roles and responsibilities Energy management and  Northam’s decarbonisation SDG goals SDG goalsResponse to climate change 5 101 506 GJ electrical energy consumed F2023 33% improvement in electrical energy   intensity from baseline1 545 005 Tonnes scope 1 and 2 GHG emissions F2023 29% improvement in scope 1 and 2 emissions intensity from baselineTOP MATERIAL TOPIC Responsibility for energy and climate change  The health, safety and environmental committee assists the  Board with the oversight of climate change-related policies and monitors performance and compliance.",5,Tonnes,2023
Northam Platinum Holdings Limited,Climate change,"This improved scope 3 reporting will be incorporated in the  sustainability report from F2024.Response to climate change:   Identifying and reporting climate-related risks continued Scope 3 emissions  F2022 baseline: 6 083 000 tonnes CO2 eq 18.3%6.0%4.2%3.2% 0.8% 67.5%CDP response We report our annual climate change and  water management and performance to the Carbon Disclosure Project (CDP), a global non-profit environmental disclosure platform.",0,tonnes,2023
Northam Platinum Holdings Limited,Climate change,"This improved scope 3 reporting will be incorporated in the  sustainability report from F2024.Response to climate change:   Identifying and reporting climate-related risks continued Scope 3 emissions  F2022 baseline: 6 083 000 tonnes CO2 eq 18.3%6.0%4.2%3.2% 0.8% 67.5%CDP response We report our annual climate change and  water management and performance to the Carbon Disclosure Project (CDP), a global non-profit environmental disclosure platform.",18.3,%,2023
Northam Platinum Holdings Limited,Climate change,"This improved scope 3 reporting will be incorporated in the  sustainability report from F2024.Response to climate change:   Identifying and reporting climate-related risks continued Scope 3 emissions  F2022 baseline: 6 083 000 tonnes CO2 eq 18.3%6.0%4.2%3.2% 0.8% 67.5%CDP response We report our annual climate change and  water management and performance to the Carbon Disclosure Project (CDP), a global non-profit environmental disclosure platform.",6,%,2023
Northam Platinum Holdings Limited,Climate change,"This improved scope 3 reporting will be incorporated in the  sustainability report from F2024.Response to climate change:   Identifying and reporting climate-related risks continued Scope 3 emissions  F2022 baseline: 6 083 000 tonnes CO2 eq 18.3%6.0%4.2%3.2% 0.8% 67.5%CDP response We report our annual climate change and  water management and performance to the Carbon Disclosure Project (CDP), a global non-profit environmental disclosure platform.",4.2,%,2023
Northam Platinum Holdings Limited,Climate change,"This improved scope 3 reporting will be incorporated in the  sustainability report from F2024.Response to climate change:   Identifying and reporting climate-related risks continued Scope 3 emissions  F2022 baseline: 6 083 000 tonnes CO2 eq 18.3%6.0%4.2%3.2% 0.8% 67.5%CDP response We report our annual climate change and  water management and performance to the Carbon Disclosure Project (CDP), a global non-profit environmental disclosure platform.",67.5,%,2023
Northam Platinum Holdings Limited,Energy,"However, our energy intensity from electricity purchased improved by 33% to 0.13 MWh/tonne milled from our 2019 baseline of 0.20 MWh/tonne milled.",0.13,MWh,2019
Northam Platinum Holdings Limited,Energy,"However, our energy intensity from electricity purchased improved by 33% to 0.13 MWh/tonne milled from our 2019 baseline of 0.20 MWh/tonne milled.",0.2,MWh,2019
Northam Platinum Holdings Limited,Material,Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityEnvironmental  complianceWater stewardship Tailings managementManagement of emissions and dischargesBiodiversity management SDG goals SDG goals SDG goals SDG goals0LA Non-monetary sanctions  or significant fines 9LA Reportable incidents F202386%LA water recycled F2023 37 055 1000 m3 water used F2023 58% improvement in water intensity (kl/tonne milled) from F2018753 496  tonnes taiings used as backfill 8 470 314 tonnes tailings disposed  to TSFs9 448LA tonnes SO2 emitted F2023 50% improvement in SO2 intensity (kg SO2 /tonne  milled) from F2018 3 339LA hectares of land protected for conservation 802 additional hectares being procured for conservation F2023TOP MATERIAL TOPICTOP MATERIAL TOPIC 68 Northam Holdings  Sustainability report 2023,1000,m3,2023
Northam Platinum Holdings Limited,Material,Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityEnvironmental  complianceWater stewardship Tailings managementManagement of emissions and dischargesBiodiversity management SDG goals SDG goals SDG goals SDG goals0LA Non-monetary sanctions  or significant fines 9LA Reportable incidents F202386%LA water recycled F2023 37 055 1000 m3 water used F2023 58% improvement in water intensity (kl/tonne milled) from F2018753 496  tonnes taiings used as backfill 8 470 314 tonnes tailings disposed  to TSFs9 448LA tonnes SO2 emitted F2023 50% improvement in SO2 intensity (kg SO2 /tonne  milled) from F2018 3 339LA hectares of land protected for conservation 802 additional hectares being procured for conservation F2023TOP MATERIAL TOPICTOP MATERIAL TOPIC 68 Northam Holdings  Sustainability report 2023,496,tonnes,2023
Northam Platinum Holdings Limited,Material,Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityKey roles and responsibilities   Executive: Operations   Ex ecutive: SustainabilityEnvironmental  complianceWater stewardship Tailings managementManagement of emissions and dischargesBiodiversity management SDG goals SDG goals SDG goals SDG goals0LA Non-monetary sanctions  or significant fines 9LA Reportable incidents F202386%LA water recycled F2023 37 055 1000 m3 water used F2023 58% improvement in water intensity (kl/tonne milled) from F2018753 496  tonnes taiings used as backfill 8 470 314 tonnes tailings disposed  to TSFs9 448LA tonnes SO2 emitted F2023 50% improvement in SO2 intensity (kg SO2 /tonne  milled) from F2018 3 339LA hectares of land protected for conservation 802 additional hectares being procured for conservation F2023TOP MATERIAL TOPICTOP MATERIAL TOPIC 68 Northam Holdings  Sustainability report 2023,314,tonnes,2023
Northam Platinum Holdings Limited,Water,86%LA Zondereinde Potable water from external sources (‘000 m 3) 2 369  Fissure water (‘000 m 3)  230  Borehole water (‘000 m 3)  14  Water recycled in process   (‘000 m 3) 23 757  Total water use (‘000 m 3)  26 370  Potable intensity   (kl/tonne milled) 1.07  Total water use intensity   (kl/tonne milled),86,%,2023
